carnet,nombre,carrera,departamento,promedio
EST015144,Estudiante 15144,Arquitectura,La Libertad,6.26
EST015145,Estudiante 15145,Administración,San Miguel,5.58
EST015146,Estudiante 15146,Administración,Santa Ana,7.28
EST015147,Estudiante 15147,Contaduría,Sonsonate,5.89
EST015148,Estudiante 15148,Administración,Santa Ana,7.49
EST015149,Estudiante 15149,Ingeniería en Sistemas,La Libertad,6.86
EST015150,Estudiante 15150,Ingeniería Industrial,Santa Ana,8.8
EST015151,Estudiante 15151,Administración,Santa Ana,8.59
EST015152,Estudiante 15152,Administración,Sonsonate,8.28
EST015153,Estudiante 15153,Ingeniería Industrial,San Miguel,7.67
EST015154,Estudiante 15154,Administración,Sonsonate,6.84
EST015155,Estudiante 15155,Contaduría,Santa Ana,9.35
EST015156,Estudiante 15156,Contaduría,San Miguel,9.16
EST015157,Estudiante 15157,Contaduría,San Miguel,7.65
EST015158,Estudiante 15158,Ingeniería en Sistemas,San Miguel,8.09
EST015159,Estudiante 15159,Ingeniería Industrial,La Libertad,8.15
EST015160,Estudiante 15160,Contaduría,San Miguel,5.61
EST015161,Estudiante 15161,Contaduría,Santa Ana,7.27
EST015162,Estudiante 15162,Arquitectura,San Miguel,5.64
EST015163,Estudiante 15163,Contaduría,Santa Ana,5.96
EST015164,Estudiante 15164,Ingeniería Industrial,Santa Ana,5.95
EST015165,Estudiante 15165,Ingeniería en Sistemas,Santa Ana,7.1
EST015166,Estudiante 15166,Ingeniería Industrial,San Miguel,7.77
EST015167,Estudiante 15167,Arquitectura,La Libertad,7.61
EST015168,Estudiante 15168,Contaduría,La Libertad,7.59
EST015169,Estudiante 15169,Ingeniería Industrial,San Salvador,9.49
EST015170,Estudiante 15170,Ingeniería en Sistemas,Santa Ana,6.59
EST015171,Estudiante 15171,Arquitectura,San Miguel,7.54
EST015172,Estudiante 15172,Ingeniería Industrial,La Libertad,5.07
EST015173,Estudiante 15173,Contaduría,La Libertad,9.86
EST015174,Estudiante 15174,Ingeniería en Sistemas,San Miguel,6.11
EST015175,Estudiante 15175,Administración,San Miguel,7.39
EST015176,Estudiante 15176,Ingeniería en Sistemas,Santa Ana,5.28
EST015177,Estudiante 15177,Contaduría,La Libertad,6.2
EST015178,Estudiante 15178,Ingeniería en Sistemas,La Libertad,7.84
EST015179,Estudiante 15179,Ingeniería Industrial,Sonsonate,6.96
EST015180,Estudiante 15180,Ingeniería en Sistemas,La Libertad,8.71
EST015181,Estudiante 15181,Contaduría,Santa Ana,5.9
EST015182,Estudiante 15182,Ingeniería en Sistemas,Santa Ana,7.16
EST015183,Estudiante 15183,Ingeniería en Sistemas,La Libertad,5.2
EST015184,Estudiante 15184,Arquitectura,San Salvador,8.14
EST015185,Estudiante 15185,Contaduría,San Miguel,7.7
EST015186,Estudiante 15186,Arquitectura,La Libertad,6.37
EST015187,Estudiante 15187,Administración,La Libertad,6.34
EST015188,Estudiante 15188,Administración,San Miguel,7.55
EST015189,Estudiante 15189,Administración,San Miguel,8.08
EST015190,Estudiante 15190,Ingeniería Industrial,La Libertad,8.76
EST015191,Estudiante 15191,Ingeniería Industrial,San Salvador,9.98
EST015192,Estudiante 15192,Administración,San Salvador,8.85
EST015193,Estudiante 15193,Administración,La Libertad,6.07
EST015194,Estudiante 15194,Administración,San Salvador,6.49
EST015195,Estudiante 15195,Arquitectura,San Salvador,8.9
EST015196,Estudiante 15196,Arquitectura,Santa Ana,5.52
EST015197,Estudiante 15197,Ingeniería en Sistemas,Sonsonate,7.56
EST015198,Estudiante 15198,Ingeniería en Sistemas,La Libertad,8.03
EST015199,Estudiante 15199,Contaduría,Sonsonate,9.66
EST015200,Estudiante 15200,Contaduría,San Miguel,9.59
EST015201,Estudiante 15201,Arquitectura,La Libertad,8.43
EST015202,Estudiante 15202,Ingeniería en Sistemas,La Libertad,6.97
EST015203,Estudiante 15203,Ingeniería en Sistemas,San Salvador,7.6
EST015204,Estudiante 15204,Ingeniería en Sistemas,La Libertad,5.58
EST015205,Estudiante 15205,Contaduría,La Libertad,5.62
EST015206,Estudiante 15206,Arquitectura,La Libertad,8.35
EST015207,Estudiante 15207,Contaduría,San Miguel,5.51
EST015208,Estudiante 15208,Ingeniería Industrial,La Libertad,9.51
EST015209,Estudiante 15209,Contaduría,La Libertad,7.79
EST015210,Estudiante 15210,Ingeniería en Sistemas,Sonsonate,6.63
EST015211,Estudiante 15211,Contaduría,La Libertad,9.82
EST015212,Estudiante 15212,Arquitectura,La Libertad,5.92
EST015213,Estudiante 15213,Administración,San Miguel,8.49
EST015214,Estudiante 15214,Ingeniería en Sistemas,La Libertad,7.03
EST015215,Estudiante 15215,Arquitectura,Santa Ana,9.35
EST015216,Estudiante 15216,Ingeniería Industrial,San Salvador,7.69
EST015217,Estudiante 15217,Ingeniería Industrial,Sonsonate,5.96
EST015218,Estudiante 15218,Arquitectura,Sonsonate,8.06
EST015219,Estudiante 15219,Contaduría,Sonsonate,9.57
EST015220,Estudiante 15220,Arquitectura,San Miguel,8.73
EST015221,Estudiante 15221,Ingeniería Industrial,La Libertad,6.11
EST015222,Estudiante 15222,Ingeniería en Sistemas,La Libertad,8.64
EST015223,Estudiante 15223,Arquitectura,Sonsonate,5.52
EST015224,Estudiante 15224,Ingeniería en Sistemas,San Salvador,9.85
EST015225,Estudiante 15225,Ingeniería en Sistemas,San Miguel,8.89
EST015226,Estudiante 15226,Ingeniería en Sistemas,La Libertad,6.8
EST015227,Estudiante 15227,Administración,Sonsonate,7.68
EST015228,Estudiante 15228,Arquitectura,San Salvador,7.85
EST015229,Estudiante 15229,Ingeniería en Sistemas,San Miguel,6.18
EST015230,Estudiante 15230,Administración,Santa Ana,5.53
EST015231,Estudiante 15231,Ingeniería en Sistemas,San Salvador,9.53
EST015232,Estudiante 15232,Ingeniería Industrial,Santa Ana,8.39
EST015233,Estudiante 15233,Arquitectura,San Salvador,5.24
EST015234,Estudiante 15234,Arquitectura,Santa Ana,6.17
EST015235,Estudiante 15235,Arquitectura,Santa Ana,8.17
EST015236,Estudiante 15236,Arquitectura,Sonsonate,8.31
EST015237,Estudiante 15237,Administración,La Libertad,9.87
EST015238,Estudiante 15238,Arquitectura,San Miguel,8.09
EST015239,Estudiante 15239,Administración,San Salvador,8.67
EST015240,Estudiante 15240,Contaduría,La Libertad,9.74
EST015241,Estudiante 15241,Ingeniería Industrial,Sonsonate,6.12
EST015242,Estudiante 15242,Administración,Sonsonate,8.06
EST015243,Estudiante 15243,Ingeniería Industrial,Sonsonate,8.96
EST015244,Estudiante 15244,Contaduría,Sonsonate,6.35
EST015245,Estudiante 15245,Ingeniería en Sistemas,San Salvador,9.78
EST015246,Estudiante 15246,Ingeniería en Sistemas,La Libertad,6.68
EST015247,Estudiante 15247,Ingeniería en Sistemas,La Libertad,6.64
EST015248,Estudiante 15248,Arquitectura,San Miguel,5.4
EST015249,Estudiante 15249,Ingeniería en Sistemas,San Salvador,6.69
EST015250,Estudiante 15250,Arquitectura,Sonsonate,8.29
EST015251,Estudiante 15251,Ingeniería en Sistemas,San Salvador,5.91
EST015252,Estudiante 15252,Contaduría,San Miguel,5.72
EST015253,Estudiante 15253,Ingeniería en Sistemas,Sonsonate,8.13
EST015254,Estudiante 15254,Arquitectura,San Miguel,7.46
EST015255,Estudiante 15255,Ingeniería Industrial,Santa Ana,5.2
EST015256,Estudiante 15256,Arquitectura,Sonsonate,5.52
EST015257,Estudiante 15257,Administración,San Miguel,8.91
EST015258,Estudiante 15258,Contaduría,San Miguel,8.26
EST015259,Estudiante 15259,Ingeniería Industrial,Sonsonate,9.1
EST015260,Estudiante 15260,Administración,San Salvador,8.7
EST015261,Estudiante 15261,Contaduría,Sonsonate,6.41
EST015262,Estudiante 15262,Ingeniería en Sistemas,San Salvador,6.85
EST015263,Estudiante 15263,Contaduría,Sonsonate,8.47
EST015264,Estudiante 15264,Arquitectura,La Libertad,7.39
EST015265,Estudiante 15265,Contaduría,San Miguel,9.74
EST015266,Estudiante 15266,Ingeniería en Sistemas,San Salvador,7.0
EST015267,Estudiante 15267,Ingeniería Industrial,La Libertad,7.49
EST015268,Estudiante 15268,Contaduría,Sonsonate,6.95
EST015269,Estudiante 15269,Arquitectura,San Miguel,6.65
EST015270,Estudiante 15270,Contaduría,Sonsonate,6.4
EST015271,Estudiante 15271,Administración,San Miguel,8.23
EST015272,Estudiante 15272,Ingeniería Industrial,San Miguel,8.05
EST015273,Estudiante 15273,Contaduría,San Salvador,7.87
EST015274,Estudiante 15274,Contaduría,San Salvador,9.06
EST015275,Estudiante 15275,Ingeniería en Sistemas,La Libertad,5.15
EST015276,Estudiante 15276,Ingeniería en Sistemas,San Salvador,7.39
EST015277,Estudiante 15277,Ingeniería Industrial,La Libertad,9.51
EST015278,Estudiante 15278,Ingeniería en Sistemas,Sonsonate,6.68
EST015279,Estudiante 15279,Administración,Sonsonate,6.98
EST015280,Estudiante 15280,Ingeniería en Sistemas,San Miguel,8.16
EST015281,Estudiante 15281,Ingeniería Industrial,Santa Ana,7.29
EST015282,Estudiante 15282,Arquitectura,Santa Ana,5.57
EST015283,Estudiante 15283,Ingeniería en Sistemas,La Libertad,7.21
EST015284,Estudiante 15284,Ingeniería Industrial,San Salvador,6.16
EST015285,Estudiante 15285,Contaduría,Santa Ana,8.6
EST015286,Estudiante 15286,Administración,San Salvador,9.67
EST015287,Estudiante 15287,Arquitectura,San Miguel,9.49
EST015288,Estudiante 15288,Ingeniería en Sistemas,Santa Ana,5.78
EST015289,Estudiante 15289,Contaduría,San Miguel,5.77
EST015290,Estudiante 15290,Arquitectura,Sonsonate,8.74
EST015291,Estudiante 15291,Ingeniería Industrial,Santa Ana,6.67
EST015292,Estudiante 15292,Ingeniería en Sistemas,San Salvador,8.8
EST015293,Estudiante 15293,Ingeniería Industrial,Sonsonate,9.15
EST015294,Estudiante 15294,Ingeniería en Sistemas,Sonsonate,9.28
EST015295,Estudiante 15295,Arquitectura,San Salvador,6.38
EST015296,Estudiante 15296,Ingeniería Industrial,Santa Ana,9.42
EST015297,Estudiante 15297,Ingeniería Industrial,San Salvador,5.56
EST015298,Estudiante 15298,Ingeniería en Sistemas,San Salvador,8.02
EST015299,Estudiante 15299,Ingeniería en Sistemas,Santa Ana,5.52
EST015300,Estudiante 15300,Arquitectura,San Salvador,5.97
EST015301,Estudiante 15301,Contaduría,Santa Ana,7.46
EST015302,Estudiante 15302,Ingeniería en Sistemas,La Libertad,6.31
EST015303,Estudiante 15303,Contaduría,San Salvador,6.21
EST015304,Estudiante 15304,Arquitectura,Sonsonate,8.87
EST015305,Estudiante 15305,Ingeniería Industrial,Santa Ana,7.88
EST015306,Estudiante 15306,Ingeniería en Sistemas,Santa Ana,7.02
EST015307,Estudiante 15307,Ingeniería Industrial,Sonsonate,5.82
EST015308,Estudiante 15308,Contaduría,Sonsonate,5.15
EST015309,Estudiante 15309,Arquitectura,Sonsonate,9.97
EST015310,Estudiante 15310,Contaduría,La Libertad,8.93
EST015311,Estudiante 15311,Ingeniería en Sistemas,San Miguel,9.03
EST015312,Estudiante 15312,Administración,La Libertad,6.91
EST015313,Estudiante 15313,Administración,Santa Ana,8.46
EST015314,Estudiante 15314,Administración,Sonsonate,5.3
EST015315,Estudiante 15315,Ingeniería en Sistemas,Santa Ana,5.45
EST015316,Estudiante 15316,Arquitectura,Santa Ana,8.79
EST015317,Estudiante 15317,Ingeniería Industrial,San Salvador,6.74
EST015318,Estudiante 15318,Ingeniería Industrial,San Salvador,5.85
EST015319,Estudiante 15319,Arquitectura,San Salvador,7.94
EST015320,Estudiante 15320,Administración,Santa Ana,6.28
EST015321,Estudiante 15321,Arquitectura,Santa Ana,5.59
EST015322,Estudiante 15322,Arquitectura,San Miguel,7.6
EST015323,Estudiante 15323,Administración,Sonsonate,7.93
EST015324,Estudiante 15324,Ingeniería en Sistemas,San Salvador,5.87
EST015325,Estudiante 15325,Ingeniería Industrial,Sonsonate,6.62
EST015326,Estudiante 15326,Arquitectura,La Libertad,5.9
EST015327,Estudiante 15327,Ingeniería Industrial,Sonsonate,8.99
EST015328,Estudiante 15328,Arquitectura,San Miguel,8.28
EST015329,Estudiante 15329,Ingeniería en Sistemas,La Libertad,9.63
EST015330,Estudiante 15330,Contaduría,San Salvador,5.44
EST015331,Estudiante 15331,Arquitectura,San Miguel,6.21
EST015332,Estudiante 15332,Ingeniería en Sistemas,Santa Ana,8.5
EST015333,Estudiante 15333,Arquitectura,San Salvador,7.86
EST015334,Estudiante 15334,Contaduría,San Salvador,5.37
EST015335,Estudiante 15335,Contaduría,San Salvador,7.83
EST015336,Estudiante 15336,Ingeniería en Sistemas,Santa Ana,9.81
EST015337,Estudiante 15337,Administración,Santa Ana,7.98
EST015338,Estudiante 15338,Ingeniería en Sistemas,La Libertad,8.25
EST015339,Estudiante 15339,Arquitectura,San Miguel,5.42
EST015340,Estudiante 15340,Administración,Santa Ana,8.17
EST015341,Estudiante 15341,Administración,Sonsonate,8.35
EST015342,Estudiante 15342,Ingeniería Industrial,Sonsonate,8.63
EST015343,Estudiante 15343,Arquitectura,San Miguel,7.88
EST015344,Estudiante 15344,Arquitectura,Santa Ana,5.57
EST015345,Estudiante 15345,Ingeniería Industrial,Sonsonate,7.21
EST015346,Estudiante 15346,Ingeniería Industrial,San Salvador,6.14
EST015347,Estudiante 15347,Contaduría,Santa Ana,7.98
EST015348,Estudiante 15348,Arquitectura,Santa Ana,8.06
EST015349,Estudiante 15349,Administración,La Libertad,8.4
EST015350,Estudiante 15350,Ingeniería en Sistemas,San Salvador,8.0
EST015351,Estudiante 15351,Arquitectura,San Miguel,7.78
EST015352,Estudiante 15352,Arquitectura,San Salvador,5.79
EST015353,Estudiante 15353,Contaduría,Sonsonate,5.26
EST015354,Estudiante 15354,Ingeniería Industrial,Santa Ana,9.53
EST015355,Estudiante 15355,Ingeniería en Sistemas,San Salvador,9.54
EST015356,Estudiante 15356,Ingeniería en Sistemas,La Libertad,5.91
EST015357,Estudiante 15357,Administración,San Salvador,7.4
EST015358,Estudiante 15358,Ingeniería Industrial,Santa Ana,8.86
EST015359,Estudiante 15359,Contaduría,San Miguel,7.69
EST015360,Estudiante 15360,Ingeniería en Sistemas,Santa Ana,9.31
EST015361,Estudiante 15361,Contaduría,Santa Ana,7.55
EST015362,Estudiante 15362,Contaduría,Santa Ana,6.02
EST015363,Estudiante 15363,Ingeniería Industrial,La Libertad,6.63
EST015364,Estudiante 15364,Ingeniería en Sistemas,Santa Ana,8.27
EST015365,Estudiante 15365,Contaduría,Sonsonate,7.17
EST015366,Estudiante 15366,Contaduría,San Miguel,5.29
EST015367,Estudiante 15367,Ingeniería Industrial,San Miguel,9.58
EST015368,Estudiante 15368,Contaduría,Santa Ana,6.35
EST015369,Estudiante 15369,Administración,Sonsonate,9.74
EST015370,Estudiante 15370,Ingeniería en Sistemas,San Salvador,8.82
EST015371,Estudiante 15371,Administración,La Libertad,7.06
EST015372,Estudiante 15372,Contaduría,Sonsonate,5.3
EST015373,Estudiante 15373,Administración,Sonsonate,8.59
EST015374,Estudiante 15374,Ingeniería Industrial,Santa Ana,5.67
EST015375,Estudiante 15375,Ingeniería Industrial,San Salvador,7.13
EST015376,Estudiante 15376,Arquitectura,San Miguel,6.35
EST015377,Estudiante 15377,Ingeniería en Sistemas,Sonsonate,8.93
EST015378,Estudiante 15378,Ingeniería Industrial,Santa Ana,9.94
EST015379,Estudiante 15379,Administración,La Libertad,9.41
EST015380,Estudiante 15380,Ingeniería Industrial,San Salvador,9.84
EST015381,Estudiante 15381,Contaduría,Sonsonate,5.41
EST015382,Estudiante 15382,Ingeniería en Sistemas,Santa Ana,8.51
EST015383,Estudiante 15383,Contaduría,Santa Ana,7.59
EST015384,Estudiante 15384,Contaduría,San Miguel,7.06
EST015385,Estudiante 15385,Arquitectura,Santa Ana,8.94
EST015386,Estudiante 15386,Administración,San Miguel,8.62
EST015387,Estudiante 15387,Arquitectura,Santa Ana,5.16
EST015388,Estudiante 15388,Arquitectura,San Miguel,9.21
EST015389,Estudiante 15389,Administración,La Libertad,5.05
EST015390,Estudiante 15390,Ingeniería en Sistemas,San Miguel,6.23
EST015391,Estudiante 15391,Ingeniería en Sistemas,San Miguel,5.33
EST015392,Estudiante 15392,Ingeniería en Sistemas,San Salvador,9.52
EST015393,Estudiante 15393,Arquitectura,Santa Ana,8.65
EST015394,Estudiante 15394,Administración,San Salvador,7.9
EST015395,Estudiante 15395,Arquitectura,Santa Ana,7.33
EST015396,Estudiante 15396,Ingeniería en Sistemas,La Libertad,9.75
EST015397,Estudiante 15397,Contaduría,San Miguel,6.95
EST015398,Estudiante 15398,Contaduría,San Miguel,9.72
EST015399,Estudiante 15399,Contaduría,Santa Ana,6.19
EST015400,Estudiante 15400,Arquitectura,San Miguel,6.83
EST015401,Estudiante 15401,Ingeniería Industrial,San Salvador,8.69
EST015402,Estudiante 15402,Administración,Sonsonate,7.09
EST015403,Estudiante 15403,Ingeniería en Sistemas,San Salvador,7.89
EST015404,Estudiante 15404,Ingeniería en Sistemas,San Miguel,6.79
EST015405,Estudiante 15405,Contaduría,San Miguel,7.86
EST015406,Estudiante 15406,Ingeniería Industrial,La Libertad,9.74
EST015407,Estudiante 15407,Ingeniería en Sistemas,Santa Ana,9.98
EST015408,Estudiante 15408,Administración,La Libertad,9.88
EST015409,Estudiante 15409,Arquitectura,Sonsonate,9.64
EST015410,Estudiante 15410,Ingeniería en Sistemas,Sonsonate,7.78
EST015411,Estudiante 15411,Ingeniería Industrial,La Libertad,7.65
EST015412,Estudiante 15412,Arquitectura,La Libertad,6.32
EST015413,Estudiante 15413,Arquitectura,Sonsonate,5.4
EST015414,Estudiante 15414,Arquitectura,Sonsonate,7.25
EST015415,Estudiante 15415,Contaduría,San Salvador,5.4
EST015416,Estudiante 15416,Administración,San Salvador,9.15
EST015417,Estudiante 15417,Contaduría,Santa Ana,9.96
EST015418,Estudiante 15418,Ingeniería en Sistemas,Sonsonate,7.82
EST015419,Estudiante 15419,Ingeniería Industrial,Santa Ana,7.9
EST015420,Estudiante 15420,Ingeniería en Sistemas,San Miguel,5.2
EST015421,Estudiante 15421,Arquitectura,San Salvador,7.21
EST015422,Estudiante 15422,Administración,San Miguel,7.45
EST015423,Estudiante 15423,Contaduría,La Libertad,8.43
EST015424,Estudiante 15424,Ingeniería en Sistemas,Santa Ana,9.52
EST015425,Estudiante 15425,Contaduría,Sonsonate,9.33
EST015426,Estudiante 15426,Arquitectura,La Libertad,6.84
EST015427,Estudiante 15427,Ingeniería en Sistemas,La Libertad,6.68
EST015428,Estudiante 15428,Ingeniería en Sistemas,San Salvador,8.79
EST015429,Estudiante 15429,Contaduría,San Salvador,7.37
EST015430,Estudiante 15430,Ingeniería en Sistemas,San Miguel,5.35
EST015431,Estudiante 15431,Ingeniería Industrial,Sonsonate,5.91
EST015432,Estudiante 15432,Ingeniería en Sistemas,San Salvador,9.35
EST015433,Estudiante 15433,Ingeniería Industrial,Sonsonate,5.47
EST015434,Estudiante 15434,Ingeniería Industrial,Santa Ana,5.56
EST015435,Estudiante 15435,Contaduría,Santa Ana,5.54
EST015436,Estudiante 15436,Arquitectura,San Salvador,8.58
EST015437,Estudiante 15437,Arquitectura,Santa Ana,7.89
EST015438,Estudiante 15438,Arquitectura,San Miguel,7.95
EST015439,Estudiante 15439,Contaduría,Santa Ana,7.18
EST015440,Estudiante 15440,Administración,San Salvador,7.37
EST015441,Estudiante 15441,Ingeniería Industrial,San Miguel,8.84
EST015442,Estudiante 15442,Contaduría,Santa Ana,6.04
EST015443,Estudiante 15443,Arquitectura,Santa Ana,7.34
EST015444,Estudiante 15444,Contaduría,San Salvador,7.62
EST015445,Estudiante 15445,Ingeniería Industrial,Santa Ana,9.39
EST015446,Estudiante 15446,Contaduría,San Salvador,8.11
EST015447,Estudiante 15447,Administración,San Salvador,5.99
EST015448,Estudiante 15448,Ingeniería Industrial,Santa Ana,5.39
EST015449,Estudiante 15449,Contaduría,San Miguel,6.91
EST015450,Estudiante 15450,Arquitectura,La Libertad,6.56
EST015451,Estudiante 15451,Ingeniería Industrial,La Libertad,5.0
EST015452,Estudiante 15452,Administración,Santa Ana,6.67
EST015453,Estudiante 15453,Administración,San Miguel,5.56
EST015454,Estudiante 15454,Arquitectura,San Salvador,7.17
EST015455,Estudiante 15455,Ingeniería en Sistemas,Santa Ana,9.99
EST015456,Estudiante 15456,Administración,La Libertad,6.56
EST015457,Estudiante 15457,Contaduría,San Salvador,5.42
